name,answer
folder1_image_8525.jpg,1
folder1_image_30683.jpg,1
folder1_image_3097.jpg,0
folder2_image_33270.jpg,2
folder2_image_14601.jpg,2
folder1_image_7900.jpg,1
folder1_image_43931.jpg,0
folder2_image_8858.jpg,2
folder1_image_47880.jpg,0
folder1_image_33970.jpg,1
folder2_image_11795.jpg,2
folder1_image_29757.jpg,2
folder1_image_6014.jpg,1
folder2_image_21443.jpg,0
folder2_image_36973.jpg,2
folder1_image_44119.jpg,2
folder2_image_34119.jpg,0
folder1_image_47022.jpg,2
folder2_image_25498.jpg,2
folder1_image_978.jpg,2
folder1_image_8832.jpg,2
folder2_image_38597.jpg,2
folder1_image_43277.jpg,2
folder1_image_42194.jpg,2
folder1_image_15270.jpg,1
folder2_image_37183.jpg,1
folder2_image_34390.jpg,2
folder1_image_15448.jpg,0
folder2_image_2139.jpg,1
folder1_image_9611.jpg,1
folder2_image_16407.jpg,1
folder2_image_31627.jpg,1
folder1_image_15926.jpg,0
folder2_image_25229.jpg,2
folder2_image_24819.jpg,1
folder2_image_11110.jpg,1
folder1_image_16097.jpg,2
folder2_image_15504.jpg,0
folder2_image_25898.jpg,1
folder2_image_13263.jpg,0
folder2_image_29258.jpg,0
folder2_image_35388.jpg,2
folder1_image_42536.jpg,1
folder2_image_2027.jpg,2
folder2_image_24643.jpg,2
folder1_image_34900.jpg,1
folder2_image_11818.jpg,2
folder2_image_8686.jpg,2
folder1_image_13557.jpg,1
folder2_image_11802.jpg,1
folder1_image_44989.jpg,0
folder2_image_1356.jpg,1
folder2_image_1263.jpg,2
folder1_image_22820.jpg,2
folder1_image_42461.jpg,2
folder1_image_21061.jpg,0
folder1_image_17345.jpg,1
folder2_image_17797.jpg,1
folder2_image_26164.jpg,0
folder2_image_7915.jpg,0
folder2_image_4596.jpg,1
folder1_image_49898.jpg,1
folder2_image_24789.jpg,2
folder1_image_40087.jpg,1
folder2_image_21837.jpg,2
folder1_image_37685.jpg,0
folder1_image_12518.jpg,2
folder2_image_540.jpg,0
folder2_image_30314.jpg,1
folder1_image_48635.jpg,1
folder1_image_32768.jpg,0
folder1_image_40917.jpg,2
folder1_image_7502.jpg,1
folder1_image_12265.jpg,1
folder1_image_26225.jpg,2
folder1_image_28650.jpg,2
folder2_image_22544.jpg,2
folder1_image_38764.jpg,0
folder2_image_24644.jpg,1
folder1_image_28554.jpg,1
folder2_image_15814.jpg,2
folder1_image_49760.jpg,0
folder1_image_44057.jpg,0
folder1_image_4664.jpg,0
folder2_image_34854.jpg,2
folder2_image_31791.jpg,0
folder2_image_3749.jpg,1
folder1_image_34952.jpg,1
folder1_image_4582.jpg,2
folder1_image_13073.jpg,1
folder2_image_5312.jpg,2
folder2_image_15991.jpg,1
folder1_image_32255.jpg,2
folder2_image_10578.jpg,0
folder1_image_12700.jpg,2
folder1_image_4910.jpg,0
folder2_image_6799.jpg,1
folder1_image_34083.jpg,2
folder2_image_9761.jpg,1
folder1_image_28856.jpg,1
folder1_image_29296.jpg,1
folder1_image_30236.jpg,1
folder2_image_31407.jpg,2
folder2_image_39773.jpg,1
folder1_image_27886.jpg,0
folder1_image_46742.jpg,2
folder2_image_36483.jpg,1
folder2_image_22665.jpg,1
folder2_image_19717.jpg,1
folder2_image_15461.jpg,1
folder1_image_1816.jpg,1
folder1_image_28166.jpg,2
folder1_image_33083.jpg,0
folder2_image_23177.jpg,1
folder2_image_5738.jpg,2
folder2_image_15644.jpg,2
folder2_image_26165.jpg,0
folder2_image_33230.jpg,2
folder1_image_7292.jpg,1
folder1_image_49911.jpg,0
folder1_image_4117.jpg,2
folder1_image_21475.jpg,2
folder1_image_7907.jpg,2
folder2_image_10081.jpg,0
folder2_image_24173.jpg,0
folder1_image_9701.jpg,2
folder1_image_1543.jpg,1
folder1_image_34975.jpg,0
folder1_image_48732.jpg,0
folder1_image_47220.jpg,1
folder1_image_26333.jpg,2
folder1_image_48217.jpg,1
folder2_image_33828.jpg,1
folder2_image_8074.jpg,2
folder2_image_15925.jpg,1
folder1_image_47641.jpg,0
folder1_image_28922.jpg,2
folder1_image_46551.jpg,0
folder2_image_21047.jpg,1
folder1_image_42258.jpg,2
folder2_image_27932.jpg,2
folder1_image_3105.jpg,2
folder2_image_9256.jpg,2
folder1_image_44550.jpg,2
folder2_image_19184.jpg,2
folder2_image_18101.jpg,2
folder2_image_29220.jpg,1
folder2_image_20479.jpg,2
folder1_image_33229.jpg,0
folder1_image_6181.jpg,2
folder2_image_13139.jpg,2
folder2_image_11467.jpg,1
folder2_image_27816.jpg,2
folder1_image_4741.jpg,2
folder1_image_35961.jpg,0
folder2_image_31765.jpg,2
folder2_image_9864.jpg,2
folder1_image_4660.jpg,2
folder1_image_13696.jpg,2
folder2_image_17871.jpg,2
folder1_image_29912.jpg,2
folder2_image_15686.jpg,2
folder1_image_29476.jpg,0
folder2_image_17320.jpg,2
folder1_image_13407.jpg,1
folder1_image_24704.jpg,2
folder1_image_11914.jpg,2
folder1_image_49874.jpg,1
folder1_image_15160.jpg,2
folder2_image_19706.jpg,2
folder1_image_11857.jpg,2
folder2_image_27074.jpg,0
folder1_image_48544.jpg,0
folder2_image_28440.jpg,2
folder1_image_47485.jpg,2
folder1_image_42158.jpg,2
folder1_image_22138.jpg,1
folder1_image_6583.jpg,2
folder1_image_14805.jpg,0
folder2_image_4665.jpg,1
folder1_image_21049.jpg,1
folder1_image_39281.jpg,2
folder1_image_18795.jpg,1
folder1_image_8953.jpg,1
folder1_image_10864.jpg,2
folder1_image_29364.jpg,1
folder2_image_25392.jpg,1
folder1_image_38862.jpg,2
folder1_image_5240.jpg,2
folder1_image_8805.jpg,0
folder1_image_26033.jpg,1
folder2_image_35464.jpg,0
folder2_image_4764.jpg,1
folder2_image_38945.jpg,1
folder2_image_36559.jpg,2
folder1_image_44203.jpg,0
folder2_image_35928.jpg,0
folder2_image_3886.jpg,2
folder1_image_7073.jpg,1
folder1_image_8486.jpg,2
folder1_image_49693.jpg,2
folder1_image_33959.jpg,1
folder1_image_44558.jpg,0
folder2_image_11753.jpg,1
folder2_image_39301.jpg,0
folder2_image_13665.jpg,1
folder2_image_15101.jpg,1
folder1_image_27478.jpg,0
folder1_image_43727.jpg,0
folder2_image_24844.jpg,2
folder2_image_13518.jpg,1
folder1_image_7452.jpg,0
folder1_image_32138.jpg,0
folder2_image_32296.jpg,0
folder2_image_20737.jpg,2
folder1_image_43429.jpg,2
folder2_image_28317.jpg,2
folder1_image_48843.jpg,0
folder2_image_5275.jpg,0
folder2_image_18529.jpg,1
folder2_image_38265.jpg,2
folder2_image_26151.jpg,1
folder1_image_23706.jpg,0
folder1_image_46913.jpg,2
folder2_image_8259.jpg,2
folder1_image_24726.jpg,2
folder2_image_32343.jpg,1
folder2_image_30860.jpg,2
folder1_image_11011.jpg,0
folder2_image_17853.jpg,0
folder1_image_12602.jpg,1
folder1_image_30689.jpg,2
folder2_image_25778.jpg,0
folder1_image_887.jpg,2
folder1_image_11352.jpg,0
folder2_image_19487.jpg,0
folder1_image_20895.jpg,1
folder2_image_3143.jpg,2
folder2_image_31422.jpg,2
folder2_image_29234.jpg,1
folder2_image_25840.jpg,2
folder2_image_1464.jpg,1
folder2_image_33394.jpg,1
folder2_image_15610.jpg,2
folder1_image_3918.jpg,2
folder1_image_22172.jpg,1
folder2_image_3974.jpg,0
folder1_image_41109.jpg,0
folder1_image_9284.jpg,0
folder2_image_8813.jpg,1
folder2_image_15145.jpg,1
folder2_image_32304.jpg,1
folder1_image_39818.jpg,1
folder1_image_44211.jpg,1
folder1_image_35191.jpg,2
folder1_image_4292.jpg,1
folder2_image_18901.jpg,2
folder2_image_6944.jpg,0
folder2_image_3690.jpg,0
folder1_image_19717.jpg,1
folder2_image_16262.jpg,1
folder1_image_1900.jpg,2
folder2_image_38927.jpg,0
folder2_image_12995.jpg,2
folder2_image_32997.jpg,0
folder2_image_22791.jpg,2
folder1_image_40024.jpg,2
folder1_image_21568.jpg,1
folder1_image_7822.jpg,2
folder2_image_1727.jpg,2
folder1_image_15744.jpg,0
folder2_image_19987.jpg,1
folder1_image_11995.jpg,2
folder1_image_23611.jpg,2
folder1_image_25057.jpg,1
folder2_image_26855.jpg,2
folder1_image_31506.jpg,2
folder2_image_3710.jpg,2
folder1_image_18809.jpg,1
folder1_image_29965.jpg,2
folder1_image_371.jpg,1
folder2_image_26335.jpg,2
folder2_image_29011.jpg,0
folder1_image_5248.jpg,1
folder1_image_25792.jpg,2
folder2_image_15382.jpg,1
folder2_image_6372.jpg,1
folder2_image_17745.jpg,0
folder1_image_30176.jpg,1
folder1_image_46107.jpg,0
folder2_image_10660.jpg,0
folder2_image_6274.jpg,1
folder1_image_45683.jpg,0
folder2_image_17588.jpg,2
folder1_image_44945.jpg,2
folder1_image_32967.jpg,1
folder1_image_35642.jpg,0
folder1_image_21621.jpg,2
folder2_image_41426.jpg,0
folder2_image_34820.jpg,0
folder2_image_29738.jpg,1
folder1_image_48102.jpg,0
folder1_image_15420.jpg,1
folder1_image_24662.jpg,1
folder1_image_47532.jpg,0
folder1_image_33076.jpg,0
folder1_image_43735.jpg,1
folder2_image_37124.jpg,1
folder1_image_29536.jpg,0
folder2_image_13040.jpg,2
folder1_image_42256.jpg,0
folder2_image_21792.jpg,0
folder1_image_19460.jpg,0
folder2_image_8542.jpg,0
folder2_image_27310.jpg,1
folder2_image_627.jpg,0
folder1_image_45841.jpg,1
folder2_image_20914.jpg,0
folder2_image_3841.jpg,2
folder1_image_31639.jpg,1
folder1_image_27676.jpg,2
folder2_image_18232.jpg,1
folder1_image_39671.jpg,1
folder1_image_604.jpg,2
folder2_image_32362.jpg,1
folder2_image_7070.jpg,2
folder2_image_21662.jpg,1
folder2_image_1378.jpg,1
folder1_image_19963.jpg,2
folder1_image_6458.jpg,0
folder2_image_22245.jpg,2
folder1_image_34678.jpg,0
folder2_image_24581.jpg,1
folder2_image_6318.jpg,1
folder1_image_8437.jpg,1
folder1_image_12580.jpg,0
folder2_image_33705.jpg,2
folder1_image_46502.jpg,1
folder1_image_6316.jpg,0
folder2_image_10827.jpg,1
folder1_image_31157.jpg,1
folder1_image_1012.jpg,1
folder2_image_7984.jpg,2
folder1_image_35224.jpg,1
folder1_image_1800.jpg,1
folder2_image_18280.jpg,0
folder1_image_25866.jpg,2
folder1_image_39845.jpg,2
folder2_image_2686.jpg,1
folder2_image_33790.jpg,2
folder2_image_21708.jpg,1
folder1_image_6437.jpg,0
folder2_image_8243.jpg,1
folder1_image_43453.jpg,0
folder1_image_28369.jpg,1
folder1_image_5295.jpg,1
folder1_image_38794.jpg,2
folder1_image_8799.jpg,2
folder2_image_27425.jpg,1
folder1_image_10727.jpg,0
folder2_image_17998.jpg,1
folder1_image_13657.jpg,1
folder2_image_26160.jpg,2
folder1_image_8092.jpg,2
folder1_image_33392.jpg,0
folder2_image_12655.jpg,1
folder1_image_33442.jpg,0
folder2_image_19150.jpg,2
folder1_image_45983.jpg,0
folder2_image_13637.jpg,1
folder1_image_20636.jpg,2
folder2_image_12592.jpg,2
folder1_image_43552.jpg,2
folder2_image_18016.jpg,1
folder1_image_2801.jpg,0
folder2_image_29616.jpg,0
folder2_image_15037.jpg,0
folder2_image_33655.jpg,1
folder2_image_21570.jpg,2
folder1_image_44592.jpg,1
folder1_image_29745.jpg,2
folder2_image_8672.jpg,2
folder1_image_40364.jpg,2
folder1_image_15647.jpg,1
folder2_image_23019.jpg,1
folder2_image_613.jpg,0
folder1_image_29860.jpg,0
folder1_image_32005.jpg,1
folder1_image_36049.jpg,2
folder1_image_12319.jpg,1
folder2_image_6975.jpg,0
folder2_image_8988.jpg,0
folder1_image_23415.jpg,0
folder2_image_17855.jpg,1
folder1_image_4871.jpg,1
folder2_image_23874.jpg,2
folder1_image_8701.jpg,0
folder1_image_12863.jpg,2
folder1_image_22159.jpg,1
folder1_image_14522.jpg,0
folder1_image_23937.jpg,2
folder1_image_2724.jpg,2
folder2_image_5493.jpg,1
folder1_image_15267.jpg,2
folder1_image_13064.jpg,1
folder1_image_1933.jpg,2
folder2_image_23829.jpg,1
folder2_image_12975.jpg,1
folder1_image_10664.jpg,1
folder2_image_12223.jpg,1
folder1_image_15853.jpg,0
folder2_image_9905.jpg,2
folder1_image_3677.jpg,1
folder1_image_2394.jpg,1
folder1_image_39074.jpg,2
folder2_image_25034.jpg,1
folder2_image_36336.jpg,2
folder1_image_5093.jpg,2
folder1_image_15510.jpg,0
folder2_image_12506.jpg,2
folder1_image_17064.jpg,2
folder2_image_21713.jpg,1
folder2_image_7014.jpg,1
folder2_image_12434.jpg,1
folder1_image_46652.jpg,1
folder2_image_13595.jpg,1
folder1_image_41643.jpg,0
folder1_image_24232.jpg,2
folder2_image_14319.jpg,1
folder2_image_35535.jpg,2
folder1_image_2386.jpg,1
folder1_image_16044.jpg,0
folder1_image_43052.jpg,2
folder1_image_21143.jpg,0
folder2_image_24023.jpg,1
folder2_image_33573.jpg,1
folder1_image_47256.jpg,2
folder1_image_42452.jpg,1
folder2_image_4365.jpg,1
folder2_image_15192.jpg,0
folder1_image_20231.jpg,0
folder2_image_31207.jpg,2
folder1_image_15454.jpg,2
folder2_image_13391.jpg,0
folder1_image_49270.jpg,2
folder2_image_14915.jpg,2
folder2_image_34868.jpg,1
folder2_image_37349.jpg,1
folder2_image_8514.jpg,0
folder2_image_7372.jpg,2
folder1_image_16948.jpg,0
folder1_image_32017.jpg,0
folder1_image_21408.jpg,1
folder1_image_5702.jpg,1
folder1_image_34392.jpg,1
folder1_image_39347.jpg,1
folder1_image_14459.jpg,2
folder1_image_28116.jpg,0
folder1_image_40871.jpg,1
folder2_image_12723.jpg,0
folder2_image_4698.jpg,0
folder2_image_21266.jpg,2
folder2_image_25543.jpg,1
folder2_image_39801.jpg,2
folder1_image_38998.jpg,2
folder2_image_40270.jpg,1
folder1_image_9985.jpg,2
folder1_image_27054.jpg,0
folder2_image_28831.jpg,1
folder2_image_35176.jpg,1
folder1_image_42369.jpg,1
folder2_image_25846.jpg,1
folder1_image_5939.jpg,2
folder1_image_32025.jpg,1
folder1_image_20273.jpg,2
folder2_image_26192.jpg,1
folder2_image_11708.jpg,0
folder2_image_37420.jpg,1
folder1_image_731.jpg,2
folder2_image_14603.jpg,0
folder2_image_16085.jpg,0
folder1_image_13840.jpg,2
folder2_image_4553.jpg,0
folder2_image_30919.jpg,0
folder1_image_31054.jpg,0
folder1_image_30152.jpg,2
folder1_image_26190.jpg,1
folder2_image_12652.jpg,2
folder1_image_45180.jpg,2
folder1_image_4957.jpg,0
folder1_image_22701.jpg,2
folder2_image_29549.jpg,2
folder2_image_15804.jpg,1
folder1_image_34049.jpg,2
folder2_image_38425.jpg,0
folder1_image_16235.jpg,0
folder1_image_4532.jpg,2
folder2_image_112.jpg,2
folder1_image_22065.jpg,2
folder2_image_24126.jpg,1
folder1_image_7091.jpg,2
folder2_image_12598.jpg,1
folder2_image_22575.jpg,0
folder2_image_9434.jpg,2
folder1_image_22588.jpg,0
folder1_image_3617.jpg,2
folder1_image_1780.jpg,0
folder2_image_23763.jpg,1
folder2_image_9004.jpg,2
folder1_image_37673.jpg,1
folder2_image_12906.jpg,2
folder2_image_12620.jpg,2
folder1_image_46499.jpg,1
folder1_image_18638.jpg,0
folder1_image_25745.jpg,0
folder2_image_1724.jpg,2
folder1_image_39762.jpg,2
folder1_image_23917.jpg,1
folder1_image_46340.jpg,1
folder1_image_30912.jpg,1
folder1_image_39940.jpg,2
folder1_image_39312.jpg,0
folder2_image_12858.jpg,1
folder2_image_20255.jpg,0
folder1_image_21296.jpg,1
folder2_image_32853.jpg,2
folder2_image_10926.jpg,2
folder2_image_38815.jpg,1
folder1_image_23543.jpg,0
folder2_image_33619.jpg,2
folder1_image_42062.jpg,0
folder2_image_34561.jpg,1
folder1_image_30996.jpg,2
folder2_image_10959.jpg,2
folder1_image_31660.jpg,0
folder1_image_2997.jpg,0
folder2_image_27675.jpg,1
folder2_image_16093.jpg,0
folder1_image_41883.jpg,2
folder1_image_15229.jpg,2
folder2_image_4045.jpg,2
folder1_image_30012.jpg,0
folder1_image_28804.jpg,0
folder2_image_26942.jpg,2
folder1_image_43635.jpg,0
folder1_image_18601.jpg,2
folder1_image_17782.jpg,2
folder2_image_41647.jpg,1
folder2_image_24930.jpg,1
folder1_image_13201.jpg,1
folder1_image_28765.jpg,1
folder1_image_8759.jpg,2
folder1_image_35480.jpg,2
folder1_image_28227.jpg,2
folder2_image_9317.jpg,1
folder2_image_36274.jpg,0
folder2_image_10407.jpg,2
folder2_image_39561.jpg,1
folder2_image_15974.jpg,2
folder1_image_48432.jpg,1
folder1_image_44209.jpg,0
folder1_image_28961.jpg,2
folder1_image_490.jpg,1
folder1_image_32300.jpg,0
folder1_image_46170.jpg,2
folder2_image_22087.jpg,0
folder2_image_27569.jpg,2
folder2_image_38531.jpg,1
folder1_image_35164.jpg,1
folder2_image_17416.jpg,1
folder2_image_41619.jpg,2
folder1_image_48333.jpg,2
folder1_image_325.jpg,0
folder1_image_33467.jpg,2
folder2_image_27163.jpg,2
folder1_image_18196.jpg,0
folder1_image_47620.jpg,0
folder1_image_16947.jpg,0
folder2_image_28656.jpg,2
folder1_image_32031.jpg,2
folder1_image_20261.jpg,1
folder1_image_41779.jpg,2
folder2_image_4859.jpg,0
folder1_image_24602.jpg,1
folder1_image_49313.jpg,2
folder2_image_14387.jpg,1
folder1_image_21375.jpg,2
folder1_image_22551.jpg,0
folder1_image_31137.jpg,2
folder1_image_31868.jpg,2
folder2_image_1601.jpg,1
folder2_image_6994.jpg,2
folder2_image_14438.jpg,0
folder1_image_44888.jpg,0
folder1_image_4044.jpg,0
folder2_image_25210.jpg,2
folder1_image_32620.jpg,0
folder1_image_6526.jpg,2
folder1_image_20643.jpg,1
folder1_image_23069.jpg,0
folder1_image_21893.jpg,2
folder1_image_3783.jpg,0
folder2_image_16125.jpg,2
folder1_image_32830.jpg,1
folder2_image_12137.jpg,1
folder2_image_30797.jpg,0
folder1_image_46427.jpg,1
folder1_image_5877.jpg,2
folder2_image_19881.jpg,1
folder1_image_34562.jpg,1
folder2_image_12463.jpg,0
folder2_image_18889.jpg,0
folder1_image_6401.jpg,2
folder1_image_17259.jpg,2
folder2_image_39920.jpg,2
folder2_image_7602.jpg,2
folder1_image_13321.jpg,2
folder2_image_39022.jpg,1
folder1_image_17355.jpg,2
folder1_image_12003.jpg,0
folder2_image_3821.jpg,0
folder1_image_36796.jpg,2
folder2_image_21074.jpg,1
folder2_image_11432.jpg,1
folder2_image_32693.jpg,2
folder2_image_22955.jpg,0
folder2_image_28322.jpg,2
folder2_image_39941.jpg,0
folder2_image_20283.jpg,1
folder2_image_7192.jpg,1
folder1_image_11762.jpg,1
folder1_image_44646.jpg,2
folder1_image_33851.jpg,1
folder1_image_24369.jpg,2
folder1_image_41505.jpg,0
folder2_image_15552.jpg,1
folder2_image_15422.jpg,0
folder1_image_28182.jpg,0
folder2_image_31099.jpg,1
folder1_image_40359.jpg,1
folder1_image_20018.jpg,1
folder2_image_39798.jpg,2
folder1_image_31923.jpg,2
folder1_image_24108.jpg,0
folder1_image_26564.jpg,2
folder1_image_7360.jpg,2
folder2_image_24674.jpg,2
folder1_image_48798.jpg,2
folder1_image_2176.jpg,0
folder2_image_36282.jpg,1
folder1_image_29373.jpg,0
folder1_image_33732.jpg,1
folder1_image_46174.jpg,2
folder1_image_44666.jpg,0
folder2_image_35363.jpg,0
folder1_image_16347.jpg,2
folder1_image_29769.jpg,1
folder2_image_17490.jpg,2
folder1_image_33880.jpg,1
folder2_image_9180.jpg,2
folder1_image_27142.jpg,2
folder1_image_24578.jpg,1
folder1_image_26050.jpg,2
folder1_image_13724.jpg,1
folder2_image_40355.jpg,1
folder2_image_23950.jpg,2
folder2_image_36448.jpg,0
folder2_image_30941.jpg,0
folder2_image_28894.jpg,0
folder2_image_14036.jpg,1
folder1_image_48817.jpg,2
folder2_image_19550.jpg,1
folder1_image_25097.jpg,0
folder2_image_893.jpg,2
folder2_image_19428.jpg,2
folder2_image_1187.jpg,0
folder2_image_41227.jpg,0
folder1_image_45650.jpg,0
folder1_image_45269.jpg,2
folder1_image_6270.jpg,1
folder1_image_44128.jpg,1
folder1_image_24003.jpg,1
folder1_image_14359.jpg,2
folder1_image_3908.jpg,1
folder2_image_1880.jpg,2
folder1_image_17554.jpg,1
folder2_image_26947.jpg,2
folder2_image_29771.jpg,2
folder1_image_5268.jpg,0
folder2_image_18891.jpg,1
folder1_image_2770.jpg,0
folder2_image_27639.jpg,1
folder1_image_20459.jpg,0
folder2_image_35334.jpg,2
folder2_image_23318.jpg,0
folder2_image_39090.jpg,1
folder1_image_29679.jpg,0
folder1_image_47205.jpg,1
folder2_image_8961.jpg,2
folder1_image_46216.jpg,2
folder2_image_3344.jpg,0
folder2_image_14806.jpg,1
folder1_image_34006.jpg,0
folder1_image_48463.jpg,2
folder1_image_14473.jpg,1
folder2_image_29574.jpg,2
folder1_image_39267.jpg,2
folder1_image_18841.jpg,2
folder1_image_16859.jpg,0
folder2_image_253.jpg,0
folder2_image_10925.jpg,1
folder2_image_7086.jpg,1
folder2_image_19518.jpg,1
folder1_image_36233.jpg,2
folder1_image_27106.jpg,0
folder2_image_33496.jpg,1
folder2_image_32074.jpg,1
folder2_image_17136.jpg,1
folder1_image_23760.jpg,2
folder1_image_12748.jpg,2
folder1_image_13541.jpg,0
folder1_image_8112.jpg,2
folder1_image_37077.jpg,2
folder1_image_30250.jpg,0
folder2_image_9307.jpg,2
folder1_image_24499.jpg,2
folder1_image_40882.jpg,2
folder2_image_27248.jpg,2
folder1_image_38653.jpg,0
folder1_image_25143.jpg,1
folder2_image_6.jpg,1
folder1_image_32130.jpg,1
folder2_image_35021.jpg,2
folder1_image_41886.jpg,2
folder1_image_17955.jpg,1
folder1_image_18388.jpg,1
folder2_image_28850.jpg,1
folder2_image_11014.jpg,2
folder2_image_23562.jpg,2
folder2_image_10750.jpg,2
folder2_image_1653.jpg,1
folder2_image_17511.jpg,1
folder2_image_38191.jpg,0
folder1_image_12061.jpg,2
folder1_image_44691.jpg,1
folder1_image_39258.jpg,2
folder1_image_25676.jpg,1
folder2_image_6205.jpg,0
folder2_image_16986.jpg,1
folder1_image_26086.jpg,1
folder2_image_9874.jpg,0
folder2_image_39403.jpg,2
folder2_image_8720.jpg,2
folder1_image_26659.jpg,0
folder2_image_15754.jpg,1
folder2_image_29747.jpg,0
folder2_image_24709.jpg,1
folder1_image_12723.jpg,2
folder1_image_10516.jpg,1
folder2_image_14349.jpg,0
folder2_image_27706.jpg,2
folder1_image_37120.jpg,1
folder2_image_27635.jpg,1
folder1_image_38355.jpg,0
folder1_image_37595.jpg,2
folder2_image_41677.jpg,2
folder1_image_27002.jpg,0
folder2_image_25645.jpg,0
folder1_image_21794.jpg,1
folder2_image_30839.jpg,0
folder2_image_40681.jpg,2
folder2_image_26042.jpg,2
folder1_image_13001.jpg,1
folder1_image_6231.jpg,2
folder1_image_34605.jpg,1
folder1_image_33481.jpg,1
folder1_image_37658.jpg,1
folder2_image_12233.jpg,1
folder1_image_17412.jpg,1
folder2_image_10208.jpg,0
